"tool","case","targetClass","budgetSec","run","seed","generatedTestFiles","testsExecuted","testFailures","testSkipped","lineCoveragePct","branchCoveragePct","instructionCoveragePct","mutationScorePct","mutationsTotal","mutationsKilled","mutationsSurvived","mutationsTimedOut","mutationsNoCoverage","generationElapsedSec","analysisElapsedSec","status","error","sourceDir","preparedDir"
"Randoop","LongestIncreasingSubsequence","com.viktor.lab4.LongestIncreasingSubsequence","30","2","202","3","0","0","0","","","","","0","0","0","0","0","","16,943","OK","","C:\Users\user\Documents\Polytech\Testing\Lab4_3\generated-tests\Randoop\LongestIncreasingSubsequence\30\run2-seed202","C:\Users\user\Documents\Polytech\Testing\Lab4_3\build\\analysis-work\\Randoop\\LongestIncreasingSubsequence\\30\\run2-seed202"
"Randoop","LongestIncreasingSubsequence","com.viktor.lab4.LongestIncreasingSubsequence","30","3","303","3","0","0","0","","","","","0","0","0","0","0","","12,414","OK","","C:\Users\user\Documents\Polytech\Testing\Lab4_3\generated-tests\Randoop\LongestIncreasingSubsequence\30\run3-seed303","C:\Users\user\Documents\Polytech\Testing\Lab4_3\build\\analysis-work\\Randoop\\LongestIncreasingSubsequence\\30\\run3-seed303"
"Randoop","LongestIncreasingSubsequence","com.viktor.lab4.LongestIncreasingSubsequence","60","1","101","4","679","0","0","100","100","100","100","9","9","0","0","0","","19,132","OK","","C:\Users\user\Documents\Polytech\Testing\Lab4_3\generated-tests\Randoop\LongestIncreasingSubsequence\60\run1-seed101","C:\Users\user\Documents\Polytech\Testing\Lab4_3\build\\analysis-work\\Randoop\\LongestIncreasingSubsequence\\60\\run1-seed101"
"Randoop","LongestIncreasingSubsequence","com.viktor.lab4.LongestIncreasingSubsequence","60","2","202","4","0","0","0","","","","0","9","0","0","0","9","","17,843","OK","","C:\Users\user\Documents\Polytech\Testing\Lab4_3\generated-tests\Randoop\LongestIncreasingSubsequence\60\run2-seed202","C:\Users\user\Documents\Polytech\Testing\Lab4_3\build\\analysis-work\\Randoop\\LongestIncreasingSubsequence\\60\\run2-seed202"
"Randoop","LongestIncreasingSubsequence","com.viktor.lab4.LongestIncreasingSubsequence","60","3","303","4","435","0","0","100","100","100","82,98","47","39","8","0","0","","18,91","OK","","C:\Users\user\Documents\Polytech\Testing\Lab4_3\generated-tests\Randoop\LongestIncreasingSubsequence\60\run3-seed303","C:\Users\user\Documents\Polytech\Testing\Lab4_3\build\\analysis-work\\Randoop\\LongestIncreasingSubsequence\\60\\run3-seed303"
"Randoop","LongestIncreasingSubsequence","com.viktor.lab4.LongestIncreasingSubsequence","120","1","101","7","0","0","0","","","","","0","0","0","0","0","","26,932","OK","","C:\Users\user\Documents\Polytech\Testing\Lab4_3\generated-tests\Randoop\LongestIncreasingSubsequence\120\run1-seed101","C:\Users\user\Documents\Polytech\Testing\Lab4_3\build\\analysis-work\\Randoop\\LongestIncreasingSubsequence\\120\\run1-seed101"
"Randoop","LongestIncreasingSubsequence","com.viktor.lab4.LongestIncreasingSubsequence","120","2","202","7","0","0","0","","","","","0","0","0","0","0","","25,358","OK","","C:\Users\user\Documents\Polytech\Testing\Lab4_3\generated-tests\Randoop\LongestIncreasingSubsequence\120\run2-seed202","C:\Users\user\Documents\Polytech\Testing\Lab4_3\build\\analysis-work\\Randoop\\LongestIncreasingSubsequence\\120\\run2-seed202"
"Randoop","LongestIncreasingSubsequence","com.viktor.lab4.LongestIncreasingSubsequence","120","3","303","4","319","0","0","100","100","100","100","9","9","0","0","0","","17,391","OK","","C:\Users\user\Documents\Polytech\Testing\Lab4_3\generated-tests\Randoop\LongestIncreasingSubsequence\120\run3-seed303","C:\Users\user\Documents\Polytech\Testing\Lab4_3\build\\analysis-work\\Randoop\\LongestIncreasingSubsequence\\120\\run3-seed303"
"Randoop","LruCache","com.viktor.lab4.LruCache","30","1","101","3","24","0","0","","","","","0","0","0","0","0","","14,686","OK","","C:\Users\user\Documents\Polytech\Testing\Lab4_3\generated-tests\Randoop\LruCache\30\run1-seed101","C:\Users\user\Documents\Polytech\Testing\Lab4_3\build\\analysis-work\\Randoop\\LruCache\\30\\run1-seed101"
"Randoop","LruCache","com.viktor.lab4.LruCache","30","2","202","3","0","0","0","","","","0","6","0","0","0","6","","12,494","OK","","C:\Users\user\Documents\Polytech\Testing\Lab4_3\generated-tests\Randoop\LruCache\30\run2-seed202","C:\Users\user\Documents\Polytech\Testing\Lab4_3\build\\analysis-work\\Randoop\\LruCache\\30\\run2-seed202"
